mega_time_ms,esp_time_ms,servo1_us,servo2_us,esp_ax,esp_ay,esp_az,esp_gx,esp_gy,esp_gz,gy87_ax,gy87_ay,gy87_az,gy87_gx,gy87_gy,gy87_gz,Touch
6703,6741,1582,1589,-5164,22036,6820,-13154,8241,1215,4276,1232,-17900,1008,-1725,4755,0
6722,6761,1589,1596,-8488,-2360,-640,-15135,10197,138,4768,2060,-19908,420,-200,109,0
6743,6781,1596,1603,-17956,-9284,4640,-15041,9998,2226,3480,-340,-9724,2602,172,10389,0
6763,6801,1603,1610,-32768,-32768,-9528,-10042,9536,-628,4452,-108,-17864,241,3115,-6678,0
6782,6821,1610,1616,-32536,-25496,1644,-2113,-966,1034,3720,-2364,-17820,1000,-1840,6865,0
6803,6841,1617,1622,-10804,-11660,9360,3693,-2650,3989,5744,1940,-15528,1067,-4984,5113,0
6822,6861,1624,1628,-1800,5592,2864,1707,75,-1630,5344,1292,-14252,-1496,-1259,-6113,0
6843,6881,1631,1634,-3224,17768,2652,-3034,3447,1989,5864,544,-14024,1891,-4522,5121,0
6862,6901,1638,1639,-13344,18284,5880,-9380,3198,242,4532,468,-17348,2082,-1211,3742,0
6883,6921,1645,1644,-7172,1400,-1184,-13688,6065,1010,4440,1184,-17208,2919,2273,6771,0
6902,6941,1651,1648,-9480,-11840,2640,-12069,7389,1822,4044,348,-16788,3236,363,8750,0
6923,6961,1658,1652,-14516,-32768,-3212,-5957,11281,2699,4408,3024,-17828,-1301,334,-506,0
6942,6981,1664,1656,-32768,-32768,-3464,478,3893,-1970,4400,-1108,-16156,-699,238,-6259,0
6963,7001,1670,1659,-32768,-7960,3000,4764,-4059,3676,5152,-1496,-14236,1885,-4903,1521,0
6982,7021,1676,1662,-8908,13504,8828,3684,-6211,-659,4524,64,-16864,-2548,-2457,1215,0
7002,7041,1682,1664,7720,13680,2568,201,-681,-41,5120,4804,-15128,-1746,1842,3051,0
7022,7061,1688,1666,-8460,13444,1532,-9352,2741,204,2776,-580,-16320,637,1827,-5904,0
7043,7081,1694,1668,-3672,2852,1156,-10488,4591,-1316,3292,1208,-15700,-135,1628,11991,0
7063,7101,1700,1669,-9124,-12300,-2468,-11869,6188,4240,4036,2944,-16036,3318,-258,2406,0
7083,7121,1705,1670,-13172,-14676,3840,-9906,6323,1399,-3296,7676,-9244,338,-3800,5198,0
7103,7141,1711,1670,-28872,-12268,-4352,-7240,6505,-312,3568,-3572,-16540,-4695,-5795,6822,0
7122,7161,1716,1670,-32768,-15524,-1316,-4128,248,-1571,4408,2436,-17348,1189,-1281,1666,0
7143,7181,1721,1669,-25732,-23640,132,-1073,-4966,1845,4584,-740,-17320,1827,-2241,-4662,0
7162,7201,1726,1668,-1744,-12012,3276,2605,-3968,381,4552,-216,-13384,-692,-1291,-22,0
7182,7221,1731,1667,-4728,11612,8004,1200,127,1070,7180,-1976,-16552,-2948,2979,5200,0
7202,7241,1736,1665,-12712,9732,-1832,-3333,2476,-1426,4164,-1004,-20672,1276,-1180,-1912,0
7223,7261,1740,1663,-21724,508,3112,-7098,1124,-1186,4292,360,-17352,260,-189,414,0
7242,7281,1745,1660,-20320,-13972,2632,-4531,-202,-400,3328,-2172,-16040,-511,426,3148,0
7263,7301,1749,1657,-18480,-15128,-2244,-3152,-1663,117,3472,-260,-16652,619,472,329,0
7282,7321,1753,1654,-11704,-8936,3732,-1819,-1403,-1168,3460,-500,-17012,-649,365,725,0
7303,7341,1757,1650,-16052,-7344,5728,138,-435,-847,3956,-716,-16640,-1476,-583,1022,0
7322,7361,1761,1646,-25172,-1708,5388,1355,-1818,-1210,5440,-1320,-17984,-739,476,411,0
7343,7381,1765,1641,-25712,-2104,2260,954,-4248,-1424,3208,-2384,-17612,25,-1143,1276,0
7362,7401,1768,1636,-12392,-1796,404,-99,-4756,-1995,3752,-928,-15920,-2083,-29,-3704,0
7383,7421,1771,1631,-8312,5048,2732,-3259,-5447,-2559,3452,848,-16260,-974,1064,3308,0
7402,7441,1775,1625,-5416,11548,2740,-7641,-2285,-1179,4236,0,-20968,-361,371,175,0
7422,7461,1778,1619,-13668,-3964,5628,-8126,-1333,-3916,4796,1524,-17620,-716,779,-820,0
7443,7481,1780,1613,-21496,-25352,264,-4602,-1231,-1399,4168,-596,-15136,-268,-393,-1106,0
7462,7501,1783,1607,-26036,-16504,972,-1183,-4395,-2160,2176,3372,-14676,175,906,-5771,0
7483,7521,1785,1600,-22768,5016,3480,-1662,-6783,-2420,520,-56,-25492,-1345,831,-3918,0
7502,7541,1788,1593,-4072,3048,3932,-3021,-6177,-2387,4284,1012,-17296,418,-863,-2674,0
7523,7561,1790,1586,1872,-11236,4384,-2476,-2404,-2032,4344,-508,-17524,-525,-438,-2865,0
7542,7581,1791,1578,-11892,-14772,4720,273,1263,-2479,4220,-1060,-18064,-1820,401,-3138,0
7563,7601,1793,1570,-28700,-9592,4624,1790,-1567,-2317,4128,796,-17132,-664,781,-1662,0
7582,7621,1795,1563,-32768,-2524,4012,1017,-6727,-2218,3968,-1132,-18956,-343,890,-614,0
7603,7641,1796,1555,-12428,1496,4872,-219,-7770,-2415,3960,224,-18388,-583,611,129,0
7622,7661,1797,1546,1280,-3032,7692,-958,-5546,-2263,4376,668,-17896,-869,-84,-1460,0
7642,7681,1798,1538,1948,-8600,5316,-447,35,-1026,4476,408,-17452,-1008,730,-3265,0
7662,7701,1799,1530,-24136,4428,6268,-2179,2022,-3092,3748,-1148,-18640,-2436,-399,-2559,0
7683,7721,1799,1521,-31172,11084,2044,-7315,-2508,-3821,3972,-344,-20584,1285,-1758,-34,0
7702,7741,1800,1513,-23660,-5728,4628,-8950,-6992,-4470,4556,-1140,-17664,-199,950,3502,0
7723,7761,1800,1504,-6456,-27424,3144,-5644,-7255,-1426,3740,1080,-15716,-500,955,-1445,0
7742,7781,1800,1496,-9904,-27056,6808,-850,-5481,-3160,4132,-984,-18872,-2764,1421,-4650,0
7762,7801,1800,1487,-7984,-12080,5852,3715,-2953,-1952,4144,2284,-19308,-299,-254,2253,0
7782,7821,1799,1479,-28048,2732,10012,4336,-3650,-4555,4376,-728,-17420,-1843,21,-7002,0
7802,7841,1799,1470,-16172,5052,6484,1106,-6443,-1269,4400,1152,-17900,258,889,2119,0
7823,7861,1798,1462,-17668,1008,8720,-1172,-7440,-5411,4412,-1200,-19136,-2332,2365,-5586,0
7842,7881,1797,1454,-9116,-9216,5296,-2567,-6218,-3206,4288,592,-17220,-1626,1168,-2548,0
7863,7901,1796,1445,-7168,-13352,5452,-374,-4050,-3466,3856,-224,-18188,-1660,640,2020,0
7882,7921,1795,1437,-10848,-12172,6052,1795,-3226,-3077,4948,2692,-17964,-1486,-21,-5619,0
7903,7941,1793,1430,-23588,-4104,7764,899,-5767,-2882,4028,176,-17996,-1166,2478,-570,0
7922,7961,1791,1422,-13332,-2216,2868,112,-5763,-2694,3996,1488,-18332,-709,528,-1184,0
7943,7981,1790,1414,-6632,-5140,8868,-944,-5948,-3006,4912,980,-16360,1853,453,-3953,0
7962,8001,1788,1407,1216,-9576,7640,-1004,-2720,-703,4812,72,-20048,-1476,1383,937,0
7983,8021,1785,1400,-10656,-11792,4740,540,226,-4284,4772,680,-19264,-1253,-542,-5165,0
8002,8041,1783,1393,-22744,-8896,4900,698,-1070,-1990,4252,1516,-18028,-837,225,2211,0
8023,8061,1780,1387,-26304,-5880,6948,798,-4590,-4085,4496,1592,-17340,-1501,-399,-2742,0
8042,8081,1778,1381,-11628,-5692,10140,-76,-6984,-1178,4576,1688,-18000,272,457,-1193,0
8062,8101,1775,1375,1820,-8436,8628,-32,-5259,-2761,4616,372,-17748,-797,1111,-1549,0
8082,8121,1771,1369,-1260,-9528,6488,11,-1018,-2312,4648,-24,-17924,-208,166,-3239,0
8102,8141,1768,1364,-17052,-5952,8460,-127,25,-2743,4584,1364,-18348,-2214,906,-1058,0
8122,8161,1765,1359,-23212,-7796,6468,-234,-2720,-1704,4716,2528,-17420,367,529,-986,0
8142,8181,1761,1354,-17908,-11964,4696,454,-4736,-3505,4296,824,-15776,-765,-324,-3479,0
8162,8201,1757,1350,-8712,-8444,12052,256,-5918,-1590,4568,968,-18180,390,597,2809,0
8182,8221,1753,1346,1916,-7380,6936,699,-2776,-2744,4352,1824,-17560,-796,-23,-2521,0
8202,8241,1749,1343,-5124,-6420,8508,141,-5,-1408,4740,944,-16852,-1969,515,-999,0
8222,8261,1745,1340,-19776,-8180,8128,-351,-449,-3526,4148,3756,-16388,-1036,-42,-1806,0
8243,8281,1740,1337,-21968,-11292,6532,-414,-3189,-1739,4280,1836,-17180,-397,631,-97,0
8262,8301,1736,1335,-7100,-11588,6688,82,-6074,-1311,4580,1488,-17476,-437,282,-190,0
8282,8321,1731,1333,3536,-9700,5188,915,-2897,-1286,4480,1516,-15808,-95,-43,-110,0
8302,8341,1726,1332,-380,-6196,9020,217,377,-1179,4964,1672,-17620,-721,828,-166,0
8322,8361,1721,1331,-11788,-5996,8260,-797,1348,-835,5692,352,-18064,-710,1300,-487,0
8342,8381,1716,1330,-17700,-9672,8428,-1150,-561,-303,5948,-492,-17252,984,2528,-1071,0
8363,8401,1711,1330,-10856,-12848,8136,-483,-1562,340,1928,692,-16024,-559,-93,-6554,0
8382,8421,1705,1330,-4496,-10884,8776,342,-509,266,4724,2688,-17248,-636,621,2531,0
8401,8441,1700,1331,-7500,-6744,8564,329,831,-27,4652,1332,-17152,-486,-213,-287,0
8422,8461,1694,1332,-14348,-5320,8448,-539,545,-116,4456,2020,-17652,-392,221,-445,0
8442,8481,1688,1334,-14488,-8680,8100,-1137,-695,-18,3580,956,-17244,-447,686,-203,0
8462,8501,1682,1336,-7252,-20796,8268,2227,-730,484,4464,1404,-15932,-364,247,-1157,0
8482,8521,1676,1338,-8688,-28116,7640,6522,-140,1052,4888,1748,-16336,-805,-95,-3914,0
8502,8541,1670,1341,-8428,-17256,8380,10566,294,1310,5412,2040,-16884,-413,-192,80,0
8522,8561,1664,1344,-13992,4916,9052,8482,180,772,4764,1816,-18748,-489,-115,1070,0
8542,8581,1658,1348,-8412,12492,12644,5206,53,-188,5380,1304,-16524,-176,-461,-136,0
8562,8601,1651,1352,-11928,3004,9308,289,-106,-447,4528,1084,-18876,-1054,1187,-921,0
8582,8621,1645,1356,-7776,-9340,11324,-172,262,-32,5020,764,-16432,-325,183,-1754,0
8602,8641,1638,1361,-8544,-19292,9248,1819,1435,1820,5188,1564,-17556,-499,397,-584,0
8622,8661,1631,1366,-10836,-6532,8800,1776,1383,937,4184,1372,-17496,-272,131,-256,0
8642,8681,1624,1372,-9012,2404,8600,79,1180,1164,5020,2128,-18560,-351,-115,3015,0
8662,8701,1617,1378,-7684,-13728,9760,704,877,839,6076,2708,-19028,-583,824,-2678,0
8682,8721,1610,1384,-8196,-26056,7676,4665,2373,4123,5104,1368,-17272,-274,-1033,-243,0
8702,8741,1603,1390,-9372,-20932,10144,10267,2063,3928,3972,1428,-16940,-490,-1817,-12,0
8722,8761,1596,1397,-8012,-3748,11144,12753,3919,4701,4956,2372,-16776,1233,-2867,4965,0
8741,8781,1589,1404,-3840,9664,6772,8704,5580,2152,4684,-632,-17668,1431,2786,-4382,0
8762,8801,1582,1411,-6320,18552,11608,2770,6466,1986,4320,-928,-18144,-97,471,1973,0
8782,8821,1575,1418,-9888,16136,6272,-3494,7443,3739,3968,2104,-17752,434,314,1013,0
8802,8841,1567,1426,-18620,1516,-384,-7634,6636,993,4588,-1460,-18384,-970,188,-3861,0
8822,8861,1560,1433,-32768,-22572,6088,-5607,2423,-1419,4416,2552,-17540,-1620,2454,-712,0
8842,8881,1553,1441,-24660,-32768,8772,895,-3507,3598,5072,1544,-17384,803,-704,1320,0
8862,8901,1545,1450,-912,-32768,5204,12927,-2721,3542,4372,2592,-16380,808,-812,-292,0
8882,8921,1538,1458,424,-10456,10176,18012,-86,2752,5328,-552,-17328,600,-1565,-1773,0
8902,8941,1530,1466,4668,9724,6336,14168,3902,-420,4360,-60,-17904,-399,1234,1617,0
8922,8961,1523,1474,3580,25588,17960,9529,7163,4100,4908,1260,-18168,780,-1438,543,0
8942,8981,1515,1483,-10424,15892,7676,1378,11454,3336,3680,-1624,-12100,-801,1412,-2880,0
8963,9001,1508,1491,-11656,17776,9344,-6242,11613,3233,3976,900,-17216,5,-234,2375,0
8982,9021,1500,1500,-32768,-1612,580,-6480,10270,-2566,4568,1644,-17936,-2468,2653,-4818,0
9003,9041,1492,1509,-32768,-26472,-1532,-5051,-1363,-586,3300,2716,-13040,-30,1588,-1206,0
9022,9061,1485,1517,-21004,-32768,11796,6303,-8893,5535,6940,3080,-23336,2987,3,6218,0
9042,9081,1477,1526,14636,-32768,3236,15267,-4747,1947,4384,-188,-16204,-626,-1320,-8310,0
9062,9101,1470,1534,13244,4540,3764,14170,3124,851,3888,-900,-17936,-1493,738,1589,0
9081,9121,1462,1542,4024,12508,5708,10908,8885,169,4244,4504,-15572,-866,601,1170,0
9102,9141,1455,1550,-13652,32392,13488,596,10574,4474,4272,924,-18112,1585,221,511,0
9122,9161,1447,1559,-9364,27060,9248,-6228,11182,494,4148,880,-16932,-1771,-641,1423,0
9142,9181,1440,1567,-17780,-7100,-844,-7743,11414,-826,4132,3456,-16048,-175,2326,-5957,0
9162,9201,1433,1574,-32768,-23668,10928,-7443,6156,-987,5160,-660,-20144,372,1534,4912,0
9182,9221,1425,1582,-27536,-32768,13232,6318,-70,4589,5512,2332,-15612,885,-1424,8180,0
9202,9241,1418,1589,-6404,-32768,-560,15189,-789,5107,4572,-624,-17428,-241,883,-8825,0
9222,9261,1411,1596,-4744,1304,10108,17628,579,202,5004,-472,-17544,-3496,-975,1,0
9242,9281,1404,1603,-2396,17740,-1488,13635,5182,716,4656,4584,-18800,-948,-1324,-3648,0
9262,9301,1397,1610,-9308,25536,4292,7986,8304,4342,4156,1528,-20228,943,1467,12,0
9282,9321,1390,1616,-14788,26264,5824,-3400,7647,666,2964,-272,-18864,1789,3884,920,0
9302,9341,1383,1622,-5084,7812,1848,-5547,10574,-1397,4960,2300,-17708,598,4644,7630,0
9322,9361,1376,1628,-31696,-13172,2516,-7972,6341,539,4764,1252,-19700,1658,2300,542,0
9341,9381,1369,1634,-32768,-32768,-5136,-2763,881,19,3968,212,-18288,1225,3471,-458,0
9362,9401,1362,1639,-10420,-23832,13544,4497,-2495,3425,4680,-1748,-17188,-2263,-1756,4322,0
9381,9421,1355,1644,-4568,-8640,3992,10167,1356,1356,5412,2016,-17124,-2481,-728,-4614,0
9402,9441,1349,1648,-7772,8952,4664,7082,3274,-1159,4716,848,-20592,-1362,-57,-6335,0
9421,9461,1342,1652,-10944,14608,6688,4866,5364,2442,4980,2444,-20352,877,1302,6186,0
9442,9481,1336,1656,-9704,-3816,7216,3608,6258,871,4772,2728,-18504,1004,3019,-1749,0
9461,9501,1330,1659,-8064,-8084,3476,4390,8141,1836,-912,-160,-12364,-2859,-6415,-1712,0
9482,9521,1324,1662,-28240,5160,2092,4403,10450,2147,4080,-108,-19212,-2181,338,1128,0
9502,9541,1318,1664,-32768,12436,3632,1445,-1587,-695,4824,2956,-17252,-80,-180,-1118,0
9522,9561,1312,1666,-17776,6908,4640,-2442,-8213,641,3920,2120,-19908,1151,1245,2481,0
9542,9581,1306,1668,15032,-12908,2864,-126,-2215,-2100,5144,1952,-16596,448,1733,2853,0
9562,9601,1300,1669,4564,-16184,412,1300,4608,2385,4376,572,-20536,466,787,-5839,0
9581,9621,1295,1670,-2508,-9296,12,6355,6637,221,5580,-1112,-19492,-603,1226,2664,0
9602,9641,1289,1670,-11060,-12368,3476,7983,5644,2327,4260,2896,-13928,-497,-737,-1327,0
9622,9661,1284,1670,-32768,-1112,1504,8707,3561,-193,6772,1016,-18820,-1449,-106,-1272,0
9641,9681,1279,1669,-32768,13520,5664,5705,-4892,1145,6368,-2480,-21836,-25,-827,-5091,0
9662,9701,1274,1668,-3540,6424,4684,3600,-5017,-174,5416,1872,-17232,-907,963,2530,0
9681,9721,1269,1667,8876,4544,4056,860,878,1009,4528,1564,-17176,-266,668,-26,0
9702,9741,1264,1665,-14928,3684,4972,-968,4103,-27,4840,1500,-17584,-543,226,-238,0
9721,9761,1260,1663,-31888,-360,2752,-2037,1255,-321,4532,1736,-20584,669,1037,-16,0
9742,9781,1255,1660,-20228,-17076,-568,536,-3100,649,4744,2856,-18324,1474,1417,4685,0
9762,9801,1251,1657,-4488,-16124,5648,4380,-2435,1278,5284,-584,-15144,-607,-488,-2885,0
9782,9821,1247,1654,-9576,-2824,4836,7617,705,2072,5040,924,-18440,-2339,-497,-2213,0
9801,9841,1243,1650,-27656,7296,-776,4951,-1124,225,5248,392,-19756,-49,586,-5485,0
9822,9861,1239,1646,-26848,7904,1772,3067,-4635,965,4836,1632,-18260,-440,958,-257,0
9842,9881,1235,1641,-10076,-5880,2940,3115,-7608,314,5808,1492,-17272,-294,51,216,0
9862,9901,1232,1636,-1792,-748,4208,3498,-2619,1563,5044,852,-17964,-428,-248,-3884,0
9881,9921,1229,1631,-6608,12920,5592,1191,384,1169,5196,1020,-17868,-954,-638,-2099,0
9902,9941,1225,1625,-30436,5608,9252,-1583,-33,448,5476,1076,-18304,-903,-206,759,0
9922,9961,1222,1619,-27204,-6704,904,-2209,-6659,-292,5172,2376,-17968,37,1030,-216,0
9942,9981,1220,1613,-1832,-14360,5572,1910,-5448,97,4688,1392,-18396,102,1956,1039,0
9962,10001,1217,1607,6256,-17692,5292,5455,-159,1762,5160,2696,-20988,-896,-25,-688,0
9981,10021,1215,1600,-20836,6804,6696,6731,1920,1822,6044,88,-17488,-2183,-2173,-3820,0
10002,10041,1212,1593,-32768,8864,-108,4397,-3445,1433,4132,1564,-14324,2440,362,3131,0
10021,10061,1210,1586,-26480,15468,-776,443,-8628,890,4036,3300,-16084,-207,-1237,-1196,0
10042,10081,1209,1578,1788,7108,6524,-2674,-8424,-583,4660,1220,-18580,-79,515,-1354,0
10061,10101,1207,1570,8124,-13892,2588,-1011,-2499,25,5068,2288,-17320,147,2170,2101,0
10082,10121,1205,1563,-7820,-14240,5260,83,706,1620,4496,1568,-17036,-285,-350,-1383,0
10101,10141,1204,1555,-30004,1640,6500,3272,-272,986,5952,584,-18028,-928,-1450,-2444,0
10122,10161,1203,1546,-31588,5540,4964,1960,-6637,2041,2268,1936,-17332,904,1284,1089,0
10141,10181,1202,1538,-8216,4400,8196,-179,-7232,-592,5396,2024,-17360,1245,473,1184,0
10162,10201,1201,1530,-1416,84,8016,-1767,-4458,509,3240,2852,-16108,-785,366,-1467,0
10182,10221,1201,1521,-19144,-6760,4616,-560,-3352,623,5088,1044,-17316,-341,-1025,-734,0
10202,10241,1200,1513,-23036,-5144,5748,1218,-6008,1039,4524,2516,-17872,120,243,-927,0
10222,10261,1200,1504,-10552,1080,6216,1436,-6627,1012,4964,1352,-16884,-485,-284,1194,0
10242,10281,1200,1496,-9176,2772,8712,329,-4852,971,4520,2220,-17428,-161,314,-1159,0
10262,10301,1200,1487,-15584,-2400,11776,-606,-5596,-478,4976,980,-17680,-133,88,947,0
10281,10321,1201,1479,-5084,-1816,9816,-242,-4024,-109,4748,2148,-16580,-171,-170,-1438,0
10302,10341,1201,1470,-10520,-432,5728,-133,-2216,1393,4600,1812,-17080,-3,-54,1817,0
10321,10361,1202,1462,-25044,-1860,4092,674,-3916,888,4748,1852,-16940,-394,-437,264,0
10342,10381,1203,1454,-21928,780,6984,308,-8384,345,4648,1552,-17508,-167,133,-292,0
10361,10401,1204,1445,-2800,2232,11264,-10,-6817,153,4956,1816,-17360,-421,-186,112,0
10382,10421,1205,1437,-6088,-852,6164,-118,-2703,1767,4844,1432,-17660,108,303,-554,0
10401,10441,1207,1430,-20276,-2872,8336,118,-5112,225,4596,1680,-17052,-256,42,-142,0
10422,10461,1209,1422,-22724,692,7432,389,-6288,1400,5384,1656,-17976,264,206,-304,0
10441,10481,1210,1414,-11496,1960,8180,472,-9019,83,4680,752,-17176,-145,-183,-611,0
10462,10501,1212,1407,-1280,2412,9212,-142,-6464,337,4788,1360,-16868,89,497,-259,0
10481,10521,1215,1400,-8548,-604,8712,-315,-4724,615,4320,1236,-17152,-337,-849,977,0
10502,10541,1217,1393,-16632,-1800,9740,247,-4622,410,5000,1812,-17432,-7,439,121,0
10521,10561,1220,1387,-8992,1372,8708,350,-4648,652,4664,1900,-17328,-536,67,875,0
10542,10581,1222,1381,-10188,1000,15160,52,-2361,1135,4920,1776,-17276,-333,495,35,0
10562,10601,1225,1375,-21736,-2164,15748,-287,-3339,960,4672,656,-17092,69,471,1401,0
10582,10621,1229,1369,-24096,-2288,16076,-259,-6479,601,4600,2616,-16576,86,1230,7,0
10602,10641,1232,1364,-9568,-1544,10412,549,-6746,420,5060,944,-15468,-207,1064,-585,0
10621,10661,1235,1359,2404,2776,12356,143,-4231,146,4912,936,-17828,83,-128,-2034,0
10642,10681,1239,1354,-7428,372,14036,-355,-1273,464,4812,1540,-17140,-159,398,2264,0
10661,10701,1243,1350,-20548,-852,5872,-255,-539,1006,4640,2404,-16836,16,-217,-852,0
10682,10721,1247,1346,-25684,-948,12004,-28,-5474,976,4996,1244,-18284,-124,1539,1342,0
10701,10741,1251,1343,124,580,9352,429,-5214,258,4676,844,-18172,-136,-657,-1995,0
10721,10761,1255,1340,7048,1668,10384,1,-728,941,4820,1512,-17932,-419,524,2081,0
10741,10781,1260,1337,-15140,1216,12236,-456,749,861,4700,1536,-16840,-590,140,-296,0
10762,10801,1264,1335,-32768,-2252,13740,-403,-4017,202,4792,2540,-17020,489,430,1578,0
10781,10821,1269,1333,-14168,36,8448,201,-6074,485,5188,296,-17776,-378,-1239,-1111,0
10802,10841,1274,1332,5888,660,12184,72,-4617,-120,4776,2092,-17220,-130,573,1330,0
10821,10861,1279,1331,4396,564,12668,-123,532,625,4872,1020,-17728,-641,214,-71,0
10842,10881,1284,1330,-16432,976,11600,-255,1468,554,5056,1740,-17332,-187,-730,-465,0
10862,10901,1289,1330,-21788,-308,11764,-218,-1065,175,4764,856,-18276,-191,595,-981,0
10882,10921,1295,1330,-7068,196,11412,-457,-2548,-452,4800,1212,-17296,-418,251,-463,0
10901,10941,1300,1331,152,128,12560,-543,110,64,4652,1700,-17576,-759,532,1015,0
10921,10961,1306,1332,-11428,-208,12048,-243,1872,412,4828,1476,-17272,-266,-775,-1051,0
10941,10981,1312,1334,-20000,-488,10804,-96,18,263,4652,1000,-17352,-207,194,14,0
10961,11001,1318,1336,-12256,1076,11432,-286,-1820,-220,4676,1596,-17156,-408,830,-358,0
10982,11021,1324,1338,-3708,1360,12764,-562,-573,-120,4704,1396,-17436,-386,138,-182,0
11001,11041,1330,1341,-8404,-564,12100,-486,1144,272,4860,1540,-17408,-684,278,-155,0
11022,11061,1336,1344,-16832,-1664,11400,-196,304,166,4828,1608,-17688,-264,211,-56,0
11041,11081,1342,1348,-13804,360,11708,-65,-1178,-181,5352,1988,-17796,-720,1249,-47,0
11062,11101,1349,1352,-10976,15056,15916,-2380,-1579,178,4624,2124,-15916,-790,-575,1365,0
11081,11121,1355,1356,-8500,14320,12760,-7055,-227,-1636,4804,1720,-18556,-909,944,-2657,0
11102,11141,1362,1361,-9976,12772,12732,-11822,-626,-1357,4760,1300,-17704,-445,354,1056,0
11121,11161,1369,1366,-5488,-3044,6508,-14349,802,-1435,5104,1400,-19268,-538,1688,-2224,0
11142,11181,1376,1372,-7052,-12104,10728,-11322,2109,1826,4916,2592,-17200,1739,384,3491,0
11161,11201,1383,1378,-5408,-32768,5208,-5378,3463,324,4796,-2044,-17712,-1513,-1306,-3470,0
11182,11221,1390,1384,-5460,-22832,12012,2617,4771,374,4576,3180,-17772,-55,-1486,4217,0
11201,11241,1397,1390,-10900,-2320,9144,6907,4124,1690,5372,868,-18772,37,435,-965,0
11222,11261,1404,1397,-10164,17744,10800,3901,6129,-1222,5384,-396,-19624,-2965,163,-5004,0
11242,11281,1411,1404,-12788,17324,7584,-1191,5819,-1999,5748,3616,-19416,-562,850,409,0
11261,11301,1418,1411,-25300,25176,11280,-9039,4202,1724,4516,552,-17468,637,430,2091,0
11282,11321,1425,1418,-16812,4672,5860,-11167,1255,-3006,5324,2564,-18776,-1286,1349,-3595,0
11301,11341,1433,1426,-10488,-10076,8840,-14595,-944,-950,4424,1836,-16116,502,1230,2374,0
11322,11361,1440,1433,-7748,-9908,8252,-12616,1171,294,5304,1860,-18168,176,-110,3330,0
11341,11381,1447,1441,-8052,-15660,8972,-9400,2989,-1064,4468,1660,-18000,-610,-1361,-2444,0
11362,11401,1455,1450,2480,-18280,8468,-4605,6123,174,5608,2032,-17860,-131,-534,1166,0
11381,11421,1462,1458,-3240,-12328,5452,-2713,8386,1299,4432,684,-17208,-270,367,1520,0
11402,11441,1470,1466,-9068,4056,12244,-1888,9926,162,5036,1176,-17008,-1153,-278,-2091,0
11421,11461,1477,1474,-32768,-5920,9032,-1866,9715,894,4736,400,-16784,-269,787,-566,0
11442,11481,1485,1483,-32768,-10332,5308,-353,-886,-638,5512,1504,-18708,148,851,-2028,0
11461,11501,1492,1491,-8648,3580,4836,-2219,-5639,549,4796,-76,-18868,-76,1571,5603,0
11482,11521,1500,1500,4992,10276,10056,-3971,-1507,-3698,5492,2352,-18640,-2239,273,-5610,0
11501,11541,1508,1509,13148,4440,12688,-8031,3838,-21,4384,2616,-18152,1651,1330,1615,0
11522,11561,1515,1517,16808,-1544,5340,-8984,12344,1858,5236,-928,-18072,-1217,-2,-758,0
11542,11581,1523,1526,-8128,-7704,-460,-9780,15815,2465,5132,3424,-18212,973,392,2977,0
11561,11601,1530,1534,-32768,-732,18984,-8456,22641,2823,5012,776,-18652,-158,900,1561,0
11582,11621,1538,1542,-32768,-19216,3580,-6138,1817,-3000,4752,2820,-18196,-125,1000,-7811,0
11601,11641,1545,1550,-21452,-16956,8728,-3398,-6001,4732,5168,-432,-16220,3790,299,11434,0
11622,11661,1553,1559,3808,-11460,11948,3155,-3975,-488,5200,2120,-16708,-2071,-913,-6044,0
11641,11681,1560,1567,5564,-420,5660,3667,3623,2695,5132,1104,-18764,-83,-43,907,0
11662,11701,1567,1574,-3692,11948,4748,-555,5825,-418,4440,248,-19076,-1114,559,-89,0
11681,11721,1575,1582,-4776,16060,4148,-5646,8373,858,5032,3104,-19772,739,-275,3656,0
11702,11741,1582,1589,-12268,16588,5756,-12149,8534,1235,6092,1320,-20940,1243,-251,1408,0
11721,11761,1589,1596,-9548,1204,-2068,-16514,9845,523,4800,4580,-19008,3324,4077,4576,0
11742,11781,1596,1603,-13640,-10376,-2080,-14211,11572,1933,4240,-324,-15296,1966,2252,6894,0
11762,11801,1603,1610,-32768,-32768,-6600,-9893,4355,-1934,4268,2536,-16088,1498,1400,1728,0
11782,11821,1610,1616,-25516,-32768,4100,294,-389,3045,4396,-140,-16072,862,-1313,3493,0
11801,11841,1617,1622,-9796,-14888,8132,7651,-1225,3409,5488,1140,-17152,-1456,-2587,-892,0
11822,11861,1624,1628,-7600,11188,5360,5242,1393,-942,4192,868,-16892,-1993,-2686,-5018,0
11841,11881,1631,1634,-6068,18108,988,462,4198,2844,6212,3880,-12920,400,1194,6872,0
11862,11901,1638,1639,-13356,31236,6580,-11462,4090,2038,5060,-108,-17300,1983,-1321,2430,0
11882,11921,1645,1644,-9928,14176,3728,-16264,4685,-2952,4620,744,-19072,1659,1215,11478,0
11901,11941,1651,1648,-9848,-11664,24,-16046,6264,638,3704,3996,-17552,3110,3043,7928,0
11922,11961,1658,1652,-10768,-32768,-9912,-13286,6921,5021,8152,-5224,-26028,-1189,-4926,-7261,0
11941,11981,1664,1656,-32768,-32768,-524,-2298,3069,-4668,4252,-1748,-17036,-2756,-228,2847,0
