mega_time_ms,esp_time_ms,servo1_us,servo2_us,esp_ax,esp_ay,esp_az,esp_gx,esp_gy,esp_gz,gy87_ax,gy87_ay,gy87_az,gy87_gx,gy87_gy,gy87_gz,Touch
2063,2101,1700,1669,-10304,-5820,4348,-33,5443,4191,3456,-1376,-20008,2339,-5261,1292,0
2083,2121,1705,1670,-15036,7256,996,-2740,5630,1583,5664,-3528,-16460,-132,-709,-1224,0
2104,2141,1711,1670,-15924,21552,-3028,-8843,4697,1572,4800,-1920,-9932,2522,-4473,3913,0
2123,2161,1716,1670,-32768,10080,304,-14862,1992,-3125,3212,-1340,-15804,816,1566,6435,0
2144,2181,1721,1669,-23664,-14856,272,-13696,-1769,-2348,4376,-284,-18096,2434,1596,4119,0
2164,2201,1726,1668,-14460,-32768,-3776,-6791,-2650,1796,4940,1020,-16712,1956,468,1600,0
2184,2221,1731,1667,-6716,-32768,484,1201,-2371,1044,3196,-1820,-15972,-879,414,-171,0
2203,2241,1736,1665,-9364,-7740,4156,6440,647,1638,3700,1468,-16572,-4843,-405,-5300,0
2224,2261,1740,1663,-16916,7416,3624,5547,896,-1385,5004,-3176,-15520,-3354,67,-2337,0
2243,2281,1745,1660,-19132,13544,2688,1587,501,743,4576,-784,-13752,-263,-1100,-2511,0
2264,2301,1749,1657,-22680,16940,3448,-4225,-1365,-1343,4600,428,-16300,220,-881,1723,0
2284,2321,1753,1654,-13392,9884,-740,-9753,-1453,-1118,3588,-880,-17320,2224,-942,4796,0
2304,2341,1757,1650,-8448,-14064,-3156,-9200,-163,-3311,3780,-428,-16840,361,203,1236,0
2324,2361,1761,1646,-21388,-30796,-1776,-4547,-1988,-2741,3036,-1096,-13708,-120,-667,-3397,0
2343,2381,1765,1641,-28928,-28996,2416,2500,-4142,-2060,3672,36,-12736,-3633,-248,-1034,0
2364,2401,1768,1636,-21624,-8344,3116,5987,-7780,-1241,4508,444,-14340,-2076,-1606,-2284,0
2383,2421,1771,1631,-7248,15704,6780,2262,-7317,-571,4760,1304,-18368,-617,-888,2519,0
2404,2441,1775,1625,6492,10044,2132,-237,-1308,-1042,3548,-1848,-18172,-321,872,-2726,0
2423,2461,1778,1619,-15280,-3292,6632,-3595,524,-3644,8400,432,-20760,-2500,1457,-4409,0
2444,2481,1780,1613,-30236,-7296,6164,-3674,-1317,-1920,3284,744,-17148,-572,1836,985,0
2463,2501,1783,1607,-28900,-4828,672,-3598,-4002,-1376,4616,-80,-19380,-221,29,2923,0
2484,2521,1785,1600,-14740,4100,-1500,-6342,-7076,-4093,300,-1472,-23852,729,1677,-8198,0
2503,2541,1788,1593,-4116,-7468,6048,-7293,-6164,-1663,3764,-28,-15536,-386,-678,-114,0
2524,2561,1790,1586,1060,-26104,-744,-4675,-1567,-1739,3396,80,-16608,-640,1239,-523,0
2543,2581,1791,1578,-15756,-18560,2644,-1082,498,-3253,3152,-2444,-17972,-2823,1521,-4757,0
2564,2601,1793,1570,-31596,-7828,6548,2303,-2089,-1480,3696,2296,-19352,-729,-198,3258,0
2583,2621,1795,1563,-28668,1440,5048,2879,-6070,-1269,3936,-72,-18468,-205,-178,-2479,0
2604,2641,1796,1555,-11184,2800,4576,658,-7451,-1705,3936,-312,-18404,-1410,1773,-1316,0
2623,2661,1797,1546,2664,-3696,716,-1334,-4676,-2897,4248,-324,-15556,-995,865,-1586,0
2643,2681,1798,1538,-1916,-9452,5396,-1623,-816,-2023,4732,416,-18436,-1326,911,-1888,0
2663,2701,1799,1530,-24916,864,4816,-2374,559,-3534,3960,-488,-17708,-1801,-1657,-2156,0
2683,2721,1799,1521,-29832,11996,4104,-6637,-3479,-3170,4304,-716,-21304,610,-1916,930,0
2704,2741,1800,1513,-18288,-4412,3992,-7911,-6858,-4108,4120,-140,-14948,-485,471,3239,0
2723,2761,1800,1504,-3268,-28328,-984,-4684,-4766,-1752,3692,328,-17288,-119,1578,-3278,0
2744,2781,1800,1496,-7780,-25568,5480,-117,-3132,-3905,3952,-2304,-17412,-2470,1135,-2605,0
2763,2801,1800,1487,-13932,-12944,4396,4094,-1833,-3009,4376,2928,-16132,-651,-1103,-982,0
2784,2821,1799,1479,-24172,-876,2360,4125,-3760,-4603,4276,-508,-15168,-1398,-63,-3273,0
2803,2841,1799,1470,-14296,4624,2608,1307,-5340,-2237,3992,1252,-15912,165,256,148,0
2824,2861,1798,1462,-11512,-2932,4132,-1075,-6156,-6157,4732,-720,-14568,-1851,2280,-3318,0
2843,2881,1797,1454,-7500,-9520,8660,-1999,-5725,-3323,4108,1012,-18140,-2181,447,-4109,0
2864,2901,1796,1445,-11280,-15636,1152,754,-3439,-5983,3492,736,-19076,-1562,329,918,0
2883,2921,1795,1437,-14520,-9764,5848,1687,-5203,-2592,4356,2096,-16872,1060,-796,-3748,0
2904,2941,1793,1430,-13056,-6016,3836,1851,-5616,-4500,4740,-92,-17788,-1075,2042,-719,0
2923,2961,1791,1422,-5748,-1624,4188,226,-4180,-2845,4600,996,-19248,30,910,-2805,0
2944,2981,1790,1414,-4792,-6852,5464,-796,-2935,-3600,4376,1048,-18192,-626,615,-4363,0
2963,3001,1788,1407,-5400,-11996,6108,-846,-1139,-1098,4572,196,-17816,-782,1200,62,0
2983,3021,1785,1400,-15468,-13576,5664,465,-1106,-3238,4176,960,-17632,-1109,191,-3095,0
3003,3041,1783,1393,-21148,-8252,5540,741,-2576,-1457,4556,600,-17848,-523,1017,1472,0
3023,3061,1780,1387,-19724,-5332,5536,683,-5515,-4093,5164,1156,-18556,1629,-1463,-4864,0
3043,3081,1778,1381,-5428,-7496,4420,-122,-5755,-1610,4072,-92,-16284,-366,952,-1531,0
3063,3101,1775,1375,3284,-9168,6336,-54,-3143,-2889,4468,552,-16860,-1167,897,-3801,0
3084,3121,1771,1369,-4368,-10996,7240,-142,-789,-2039,4724,1304,-17416,-985,817,-97,0
3103,3141,1768,1364,-21460,-9160,9376,15,-869,-2996,4596,532,-18188,-1826,-143,-3203,0
3124,3161,1765,1359,-23824,-5580,9608,-72,-3170,-1048,4112,2564,-18100,-394,644,1777,0
3143,3181,1761,1354,-15572,-9112,5092,-610,-7827,-2284,4080,976,-18712,-2341,961,-3087,0
3164,3201,1757,1350,-5572,-10580,5488,310,-4674,-2234,4696,1852,-19148,-446,1287,-1231,0
3183,3221,1753,1346,-1332,-9364,5992,391,-2903,-3067,4168,1516,-16884,-374,20,-163,0
3204,3241,1749,1343,-4440,-7604,9184,146,-520,-1538,4912,1632,-17424,-862,409,-1442,0
3223,3261,1745,1340,-16328,-7192,6412,142,84,-3581,4320,248,-18728,-930,338,-37,0
3244,3281,1740,1337,-21252,-10396,6208,-512,-3728,-1711,4528,1080,-17028,-862,839,-207,0
3263,3301,1736,1335,-9692,-8312,10240,407,-4089,-1215,4596,704,-17264,-149,-14,-88,0
3283,3321,1731,1333,1564,-10120,8728,612,-3142,-1019,4744,1500,-17312,78,348,-24,0
3303,3341,1726,1332,-1620,-6456,9152,-18,163,-975,4512,1164,-17756,-935,570,-295,0
3323,3361,1721,1331,-11336,-5920,8108,-716,1265,-767,4268,1716,-17844,-367,857,-709,0
3343,3381,1716,1330,-17100,-9508,7472,-913,-360,-240,5332,-608,-17832,428,642,-313,0
3363,3401,1711,1330,-11496,-12496,7888,-444,-1612,65,4140,3784,-18264,-445,-1189,-6318,0
3383,3421,1705,1330,-4064,-11168,8404,241,-697,262,5516,-248,-16788,-160,1388,5737,0
3403,3441,1700,1331,-6040,-7056,8900,113,891,285,4020,2884,-14600,-703,51,-4200,0
3423,3461,1694,1332,-13380,-5452,8332,-567,1056,-133,4600,568,-17692,-616,187,-198,0
3443,3481,1688,1334,-16356,-8504,7716,-1052,-412,-74,4044,2032,-17524,-315,649,-903,0
3463,3501,1682,1336,-8708,-20476,8492,2163,-1047,766,4256,2164,-16072,-297,356,-1298,0
3483,3521,1676,1338,-7760,-28272,7160,6535,-423,910,4432,1112,-16136,-473,88,-2153,0
3503,3541,1670,1341,-6228,-12348,7348,9306,589,1323,5036,884,-16600,-112,-1211,1376,0
3523,3561,1664,1344,-13512,8772,9816,6416,211,155,4120,1536,-17704,-642,-304,978,0
3543,3581,1658,1348,-8516,9636,11056,3149,439,350,5168,2832,-16612,-150,-601,412,0
3563,3601,1651,1352,-10560,-1248,9152,-924,-96,-449,4004,744,-16300,-652,913,-3910,0
3584,3621,1645,1356,-6788,-12552,8920,-277,-144,216,5112,1304,-18480,-970,316,-2783,0
3603,3641,1638,1361,-8356,-27980,9260,4401,354,2320,4640,2880,-16108,-217,-586,-1679,0
3623,3661,1631,1366,-9812,-17432,7564,7098,1658,1910,4968,-376,-17684,537,-811,-589,0
3643,3681,1624,1372,-7440,7012,8616,4857,1524,1880,4228,1988,-18908,-485,-170,5828,0
3662,3701,1617,1378,-8028,4184,7000,1945,1653,489,4848,2420,-17460,-444,-55,-4187,0
3683,3721,1610,1384,-7948,-9912,9880,621,1915,2234,3912,1080,-15820,288,436,-190,0
3703,3741,1603,1390,-12920,-25004,11384,4780,1684,2855,5016,1700,-18160,-512,13,-1128,0
3723,3761,1596,1397,-7336,-25636,7344,10145,2955,3700,4552,1156,-15800,237,-2297,2459,0
3743,3781,1589,1404,-7736,3372,11900,10189,4115,3874,5228,552,-20916,1597,-985,1666,0
3763,3801,1582,1411,-3192,15232,9232,5234,5929,1154,4780,92,-18192,-791,-503,4953,0
3783,3821,1575,1418,-8212,16252,8324,-651,7828,2759,4180,3312,-17124,-429,-618,-2069,0
3803,3841,1567,1426,-9600,5780,6176,-5630,7800,3260,4312,-340,-18828,-242,-73,1655,0
3823,3861,1560,1433,-24088,-14976,3300,-4675,7993,-1393,4452,1904,-16892,-1591,2447,-5814,0
3843,3881,1553,1441,-32768,-32768,7420,-20,78,-86,4228,1672,-15728,-279,260,-1673,0
3863,3901,1545,1450,-13128,-32768,7612,10119,-4876,5154,3608,3436,-16972,2097,-1222,3391,0
3884,3921,1538,1458,-760,-14424,8184,17537,-2284,1072,4972,-1632,-18448,-538,-2082,-828,0
3903,3941,1530,1466,2748,9468,6580,14593,3009,542,4272,520,-17608,-972,-547,-2,0
3923,3961,1523,1474,19360,21676,3380,10842,9359,7460,4048,1296,-14248,1325,-1421,6555,0
3943,3981,1515,1483,-1664,12540,4996,706,11568,4336,4284,-912,-17680,-1493,2677,-2912,0
3963,4001,1508,1491,-11032,20156,9224,-5221,14255,1935,4032,-392,-16768,39,535,3839,0
3983,4021,1500,1500,-32768,-648,3332,-6083,12945,-935,4408,3044,-18440,-1312,1478,-3555,0
4003,4041,1492,1509,-32768,-28520,1676,-4217,-1856,-2425,2732,596,-13052,2193,-344,-876,0
4024,4061,1485,1517,-24452,-32768,10128,6008,-10923,5358,4864,3016,-16376,4206,-1402,10669,0
4043,4081,1477,1526,12304,-30464,7532,14534,-6593,1136,4676,-2856,-16296,-1725,-2750,-10126,0
4063,4101,1470,1534,18064,2468,8064,14438,3634,1486,4736,-960,-16528,-416,276,3493,0
4083,4121,1462,1542,7776,24068,12176,10236,9212,2508,5280,3816,-17688,241,373,899,0
4103,4141,1455,1550,-14100,21196,6092,1875,12469,3338,4344,92,-17536,1217,1700,-2308,0
4123,4161,1447,1559,-13524,25912,9084,-7491,10145,1841,4512,-1044,-15808,-1086,797,692,0
4144,4181,1440,1567,-32768,-2008,6876,-8607,6682,-4488,4384,2564,-16952,-1105,2004,-3938,0
4163,4201,1433,1574,-30488,-29024,-3540,-7807,-1485,824,3816,-980,-16164,3837,1687,7470,0
4184,4221,1425,1582,-8300,-28028,15464,4219,-1961,6194,5552,520,-16704,1090,-560,8303,0
4203,4241,1418,1589,-2728,-32768,1704,14756,1320,465,4392,708,-19396,-1528,1541,-8242,0
4222,4261,1411,1596,-3052,-732,4856,16360,3438,1899,4928,208,-17572,-1890,-609,202,0
4243,4281,1404,1603,-6480,17124,5100,12666,6586,458,5036,2336,-16224,-2525,-1104,-3572,0
4263,4301,1397,1610,-15128,25912,5488,6394,9002,1343,4856,4224,-19292,1471,2273,1551,0
4283,4321,1390,1616,-10376,32767,916,-3756,8221,1578,5560,-1820,-16096,1007,509,1204,0
4303,4341,1383,1622,-32768,-1008,1644,-5801,2602,-5094,5216,3672,-18576,90,4757,-104,0
4323,4361,1376,1628,-32768,-17616,-1628,-5199,-4063,2145,4240,724,-15336,3464,474,2335,0
4343,4381,1369,1634,2584,-22304,6240,2644,-4637,4130,4040,-1176,-17260,-692,-462,11011,0
4363,4401,1362,1639,18312,-25276,3404,6127,3082,-467,2992,6252,-11048,-1814,744,-8037,0
4383,4421,1355,1644,22424,5716,3644,6342,11799,3119,4684,-1284,-15988,-497,1049,2347,0
4403,4441,1349,1648,-11440,4064,-1152,2914,14375,-1221,4784,4068,-17440,138,2740,-1937,0
4423,4461,1342,1652,-32768,14240,14644,2070,19045,4743,5336,-3200,-16740,-194,-416,1360,0
4443,4481,1336,1656,-32768,-22196,-1336,3475,189,-772,5240,4492,-17420,557,2933,1499,0
4463,4501,1330,1659,-23388,-12288,5888,6239,-9667,2506,4476,-1464,-18696,464,9,-2752,0
4483,4521,1324,1662,12680,-4268,6580,10162,-4299,918,6096,-48,-18596,-1663,-460,1768,0
4503,4541,1318,1664,9092,11216,6892,7628,3934,1324,5152,-88,-17568,-2583,1395,-6058,0
4523,4561,1312,1666,-7932,13108,-3716,2590,6704,649,5408,3640,-18480,-823,705,-673,0
4543,4581,1306,1668,-29480,19724,13044,-2568,5310,-185,5548,-356,-16572,-301,-370,-1143,0
4562,4601,1300,1669,-32768,-2100,2812,-4556,54,-1104,4728,1952,-20656,1565,2305,4800,0
4583,4621,1295,1670,-15108,-14080,6832,-3596,-3583,-971,5516,1956,-21952,2608,1506,2259,0
4602,4641,1289,1670,-4444,-18584,10276,2610,407,2292,5300,-2312,-18192,-708,-2012,525,0
4623,4661,1284,1670,-10608,-30488,3744,9996,2833,1078,22480,-1688,-21888,-4239,-1479,-3853,0
4643,4681,1279,1669,-10792,4804,2040,11246,6659,2409,3168,1008,-14192,-2712,-902,-11786,0
4663,4701,1274,1668,-31432,17332,4920,7817,2024,-441,5048,1308,-17344,-2914,-865,-3600,0
4683,4721,1269,1667,-26788,22000,4264,1239,-2031,1679,5028,592,-17360,597,137,-669,0
4703,4741,1264,1665,-8600,10344,3984,-4044,-2764,-2219,4836,2896,-17228,-741,1618,3142,0
4723,4761,1260,1663,-4152,-1800,4572,-5288,436,-759,4836,1664,-19244,2114,1143,782,0
4743,4781,1255,1660,-15456,-19484,1884,-2490,2207,671,5188,1364,-18368,2256,1723,6441,0
4763,4801,1251,1657,-22344,-24404,2696,3128,177,1666,4092,112,-17012,726,-812,-864,0
4783,4821,1247,1654,-20876,-22916,768,11709,-321,2558,4884,440,-18748,-2095,-639,-3052,0
4803,4841,1243,1650,-20588,6008,3536,11869,-2944,2127,4200,1152,-16500,-3661,-1330,-9747,0
4823,4861,1239,1646,-17388,15508,4352,10131,-3812,492,5128,1948,-18740,-2150,-500,-3254,0
4843,4881,1235,1641,-15524,20720,7144,3477,-4120,2181,4728,1600,-17488,-1723,-1087,-5041,0
4862,4901,1232,1636,-9544,19112,7488,-1498,-3660,-607,5052,1212,-18152,-1293,459,1121,0
4883,4921,1229,1631,-10248,1236,7700,-4680,-2137,-907,5164,2688,-16916,167,1373,1132,0
4902,4941,1225,1625,-19584,-5960,776,-5024,-1380,462,4984,1084,-17304,337,216,-35,0
4923,4961,1222,1619,-23180,-11116,1912,-2904,-4019,-57,4400,1248,-17388,165,738,606,0
4942,4981,1220,1613,-5696,-20720,4760,2025,-4328,785,5180,1964,-17708,919,1198,4089,0
4963,5001,1217,1607,-1048,-21920,7532,7597,-1078,1764,5652,348,-16144,-1272,-1248,-3294,0
4982,5021,1215,1600,-21940,3524,1648,9702,1020,2603,5244,296,-17912,-3492,-1314,-6918,0
5003,5041,1212,1593,-32768,13112,4172,6961,-3496,966,5416,976,-17476,-668,-861,-466,0
5023,5061,1210,1586,-22068,16672,8180,1966,-8224,907,2148,4600,-18028,265,-655,-1490,0
5043,5081,1209,1578,-2404,12228,7060,-2495,-6212,-944,4700,2512,-19036,-295,1270,-883,0
5063,5101,1207,1570,-2812,-8888,4248,-2500,-2290,-72,4960,1944,-17280,240,2482,560,0
5083,5121,1205,1563,-14608,-12884,5120,-2133,-2090,962,4620,2672,-17600,-166,-40,-187,0
5103,5141,1204,1555,-23756,-2612,7896,1373,-2882,794,5380,860,-17724,-363,-2955,-2834,0
5123,5161,1203,1546,-21040,2232,5500,2249,-5858,1997,4268,1396,-16992,-428,-1446,205,0
5142,5181,1202,1538,-7952,3848,3472,681,-5008,843,6264,2156,-11768,-970,669,-1595,0
5163,5201,1201,1530,-7248,2832,5032,-1098,-3792,1065,4712,1804,-18256,-327,611,-61,0
5183,5221,1201,1521,-17420,-3388,5104,-803,-4178,416,5048,1808,-17856,-472,-1394,-351,0
5202,5241,1200,1513,-17808,-4620,3256,907,-5198,1333,5752,1896,-18076,-77,-123,-29,0
5223,5261,1200,1504,-13108,-1628,3184,1751,-5365,1347,4988,1708,-17060,-332,-399,-200,0
5242,5281,1200,1496,-11504,2832,8492,597,-5992,1186,4804,1964,-16952,-281,391,-83,0
5263,5301,1200,1487,-6804,3380,6136,-390,-4930,439,4988,1764,-18916,-368,100,-221,0
5282,5321,1201,1479,-5828,-952,8512,-435,-2842,472,4904,1716,-17356,-252,462,-843,0
5303,5341,1201,1470,-15740,-4312,11552,-66,-1415,1098,5048,1664,-16748,-402,-701,-95,0
5322,5361,1202,1462,-25684,-3768,8144,618,-3943,686,4900,1828,-17680,-151,415,-63,0
5343,5381,1203,1454,-19604,1860,5408,740,-5964,1190,4976,1644,-18360,-227,-104,-270,0
5363,5401,1204,1445,-10408,-916,15584,-125,-8564,-1148,5068,1492,-17092,-182,27,-50,0
5383,5421,1205,1437,-6768,-1708,9532,-275,-2819,904,5140,1892,-17340,119,-17,-982,0
5403,5441,1207,1430,-19868,-3424,7668,267,-3352,1410,4668,1704,-18048,-380,167,1771,0
5423,5461,1209,1422,-24396,-2316,8672,859,-5860,1170,4932,2080,-17864,18,19,-912,0
5443,5481,1210,1414,-10568,1020,10516,746,-7564,1077,4980,1172,-17972,-460,-339,1100,0
5463,5501,1212,1407,-2544,2660,11556,236,-4534,1279,4672,2544,-16832,-346,187,-318,0
5483,5521,1215,1400,-14220,-1880,12296,-54,-3219,1548,4804,1240,-16240,-81,345,839,0
5502,5541,1217,1393,-15152,-2624,8168,406,-4439,446,4836,2328,-17404,-66,-199,-532,0
5523,5561,1220,1387,-7828,-116,10832,258,-5061,358,5024,1676,-17136,291,44,1114,0
5542,5581,1222,1381,-6496,2304,9536,244,-1452,648,4748,1216,-17912,-330,-137,-695,0
5563,5601,1225,1375,-18648,-1204,10928,-439,-3922,588,4656,2160,-17144,73,386,1435,0
5582,5621,1229,1369,-19768,-116,4408,-91,-5553,953,4416,1608,-16400,163,358,-1014,0
5603,5641,1232,1364,-8736,-312,8020,411,-7263,595,5164,1264,-16832,-18,1501,1064,0
5622,5661,1235,1359,4024,2480,10192,398,-3885,872,5052,1448,-18452,95,761,-758,0
5642,5681,1239,1354,-6936,736,11996,-2,-891,865,4804,388,-17184,-1114,-977,596,0
5662,5701,1243,1350,-26740,-1632,15676,-416,-1779,576,4748,2264,-17356,537,-176,1105,0
5683,5721,1247,1346,-23868,-1584,10396,84,-6201,593,4864,944,-17656,16,-341,666,0
5702,5741,1251,1343,2692,28,10356,358,-5625,-221,4908,1992,-16336,-658,-636,378,0
5723,5761,1255,1340,6796,1520,12612,-183,-424,488,4696,1732,-18088,-61,0,-320,0
5742,5781,1260,1337,-18296,-296,11796,-323,860,834,4712,1012,-17192,-505,-215,1135,0
5763,5801,1264,1335,-32768,-3108,14216,-328,-5199,539,4164,2820,-16964,682,1125,1727,0
5783,5821,1269,1333,-13472,-548,13044,-19,-8647,-869,4856,60,-17840,-345,-207,-1844,0
5803,5841,1274,1332,11016,2280,13152,-42,-3538,84,4916,2572,-17440,137,331,1160,0
5822,5861,1279,1331,612,-152,12156,-180,1749,773,5056,936,-16608,-551,-879,22,0
5842,5881,1284,1330,-19728,920,10440,-423,1730,657,4428,2120,-16832,-300,-13,1032,0
5863,5901,1289,1330,-22028,1204,11360,-334,-1719,-163,4576,1240,-18420,-367,650,-1090,0
5882,5921,1295,1330,-4908,520,12132,-454,-2322,-310,4736,1336,-17620,-235,201,-611,0
5902,5941,1300,1331,312,-864,12112,-505,580,34,4740,1188,-17456,-953,417,708,0
5922,5961,1306,1332,-12712,-244,12160,-338,2048,434,4692,1960,-17524,-254,-538,-170,0
5942,5981,1312,1334,-21452,72,11144,-109,-48,167,4736,1216,-17036,-179,27,-342,0
5962,6001,1318,1336,-12084,816,11464,-277,-2007,-293,4756,1876,-16916,-151,444,-410,0
5983,6021,1324,1338,-2704,656,12520,-530,-597,-191,4720,1472,-17356,-458,154,-140,0
6002,6041,1330,1341,-8092,-588,12088,-464,1320,293,4864,1708,-16920,-349,-378,424,0
6023,6061,1336,1344,-17416,-1276,11188,-166,453,233,4760,1512,-17252,-336,154,31,0
6042,6081,1342,1348,-14448,596,11596,-83,-1265,-122,5512,1476,-20224,-709,1511,-193,0
6063,6101,1349,1352,-10124,14360,14376,-2371,-1461,248,4444,2024,-15904,-755,-306,1351,0
6083,6121,1355,1356,-7716,13576,11680,-6827,-146,-1532,4516,1444,-18484,-934,1055,-2489,0
6103,6141,1362,1361,-9784,12584,12256,-11719,-103,-1129,4632,1320,-17628,-621,557,622,0
6123,6161,1369,1366,-6824,-3560,6376,-14135,634,-1626,5316,1348,-19716,-661,1493,-1953,0
6142,6181,1376,1372,-8112,-11644,11684,-11251,1244,1092,4404,3036,-17244,1688,512,3660,0
6163,6201,1383,1378,-6144,-32768,5744,-5620,3037,1141,5204,-1912,-17152,-1443,-956,-3740,0
6182,6221,1390,1384,-5680,-20880,12536,2037,4411,612,4616,3372,-17348,130,-1488,4798,0
6203,6241,1397,1390,-10688,-1968,11656,6126,4836,1891,5304,984,-18744,-106,217,-840,0
6222,6261,1404,1397,-10008,13592,10864,3010,5249,-1667,4464,-372,-17596,-2644,861,-5282,0
6243,6281,1411,1404,-10408,19980,8328,-2179,5542,-2268,4376,2400,-20324,-1445,1653,-787,0
6262,6301,1418,1411,-13368,20836,7672,-8713,5272,1882,5004,1484,-17832,680,668,2399,0
6283,6321,1425,1418,-20948,1972,4220,-11597,3635,-2588,5256,1840,-18128,-909,1656,-5194,0
6302,6341,1433,1426,-17640,-7436,7332,-13286,244,-664,5088,2076,-18092,1777,815,3801,0
6323,6361,1440,1433,-5676,-24080,7232,-9287,903,1273,5124,-356,-19700,-535,110,200,0
6342,6381,1447,1441,-5632,-25080,8172,-4032,3563,-254,5388,1200,-19080,-861,-1368,1739,0
6363,6401,1455,1450,380,5100,8960,-2728,3800,308,5508,2344,-20468,567,512,1366,0
6382,6421,1462,1458,-1448,10016,7360,-5638,5970,-2530,4996,-608,-19816,-2565,1842,-5905,0
6403,6441,1470,1466,-11540,1664,10548,-7240,8639,-790,5044,2908,-17608,-64,-470,3132,0
6423,6461,1477,1474,-16156,-9640,12104,-7534,8341,825,5020,772,-17992,205,-346,501,0
6443,6481,1485,1483,-32768,-20920,4520,-3789,6315,-286,5060,1852,-17296,-900,-357,-489,0
6463,6501,1492,1491,-32768,-7604,10440,-1513,-2760,1636,4840,2352,-17724,1693,539,3246,0
6482,6521,1500,1500,-5468,8140,13708,-3024,-3283,-1378,5132,-828,-19296,-1168,1408,-1713,0
6502,6541,1508,1509,5532,10916,4380,-6740,1189,-771,4576,2736,-18412,-242,156,238,0
6522,6561,1515,1517,18256,-3644,9452,-8037,6792,1016,5420,1440,-17376,382,-281,1972,0
6543,6581,1523,1526,-2644,-5896,7680,-9364,12917,1653,4540,648,-18248,-62,-334,199,0
6562,6601,1530,1534,-6060,-10860,4228,-7485,13702,1111,4456,2968,-16292,-115,-292,990,0
6583,6621,1538,1542,-32768,-21560,-3112,-4290,14438,2123,4524,364,-18052,2,1328,-2505,0
6602,6641,1545,1550,-32768,-17340,4688,618,-953,-489,4700,2332,-17476,350,-905,-987,0
6623,6661,1553,1559,-11192,-11144,2048,3214,-6433,3930,4616,268,-18484,1337,1729,6883,0
6642,6681,1560,1567,8604,3548,8296,3072,-2543,-2778,4540,168,-16300,-2200,-1010,-6722,0
6663,6701,1567,1574,-1664,17736,8228,-1071,2946,1708,5576,2488,-18460,241,-1245,2349,0
6682,6721,1575,1582,-100,6668,-668,-6521,5172,-698,4520,576,-16628,-20,894,794,0
