mega_time_ms,esp_time_ms,servo1_us,servo2_us,esp_ax,esp_ay,esp_az,esp_gx,esp_gy,esp_gz,gy87_ax,gy87_ay,gy87_az,gy87_gx,gy87_gy,gy87_gz,Touch
12432,11441,1470,1466,-11940,3692,5120,-7389,8620,2532,5528,-252,-18396,-2773,497,-2514,0
12452,11461,1477,1474,-19472,-6768,12156,-6583,-1479,3347,2756,5244,-16688,302,-878,1595,0
12472,11481,1485,1483,-30100,-18280,7536,-3743,1777,-27,5360,1832,-16408,-156,524,1854,0
12492,11501,1492,1491,-5716,-15820,4736,-1130,-3317,3072,4260,1252,-16404,601,124,-2884,0
12512,11521,1500,1500,-6052,1660,11908,484,1425,-2096,5288,2364,-20100,-1111,694,2085,0
12532,11541,1508,1509,-896,6756,7348,-1595,2762,3528,4728,2664,-17932,364,356,-2373,0
12552,11561,1515,1517,6576,13184,8076,-5083,7356,2045,4848,2408,-17956,-683,139,1096,0
12572,11581,1523,1526,-5700,11932,8400,-10329,7990,9583,3988,1732,-17936,514,645,-389,0
12592,11601,1530,1534,-6836,-1564,7612,-10299,12296,3148,4100,420,-17180,-431,-1050,1817,0
12612,11621,1538,1542,-32168,-19180,5396,-7641,17680,8662,4380,1688,-18272,360,1471,-1946,0
12633,11641,1545,1550,-32768,-29328,7280,-2147,792,-1541,4536,2276,-15760,-201,61,-100,0
12652,11661,1553,1559,-17504,-9960,5188,739,-7691,5820,3608,476,-17980,2024,-277,3331,0
12672,11681,1560,1567,2672,8688,12692,686,-4891,-6669,6028,956,-18436,-2451,558,-87,0
12692,11701,1567,1574,-684,10656,8776,-2691,2647,4329,4000,3600,-18200,1306,702,-5864,0
12711,11721,1575,1582,3056,13004,8148,-6955,3606,5702,5320,1724,-18768,119,1598,5584,0
12732,11741,1582,1589,2832,15028,6740,-10734,9103,8625,5144,1688,-19144,1347,-906,-1518,0
12752,11761,1589,1596,-10132,228,2888,-13188,12718,11098,3640,2756,-18196,586,-570,2851,0
12772,11781,1596,1603,-19040,-8896,588,-10121,18076,8573,3680,3860,-15024,1319,4757,2364,0
12792,11801,1603,1610,-32768,-30884,2564,-5897,7494,1578,3496,488,-18076,-492,2423,-5028,0
12812,11821,1610,1616,-32768,-20300,9848,792,-1138,2790,4336,984,-17568,910,-1091,4928,0
12832,11841,1617,1622,-6492,-13944,6804,5719,-6958,-379,5160,748,-17640,115,-2050,720,0
12852,11861,1624,1628,2340,13400,3552,3273,-162,-2474,3048,1248,-13932,-1144,534,-1130,0
12871,11881,1631,1634,28,18152,1284,-537,1183,1371,-948,3752,-11364,4062,1492,12766,0
12892,11901,1638,1639,-4084,28188,4016,-9994,602,14370,3780,1880,-17876,576,922,3492,0
12912,11921,1645,1644,-6212,23432,3060,-15925,8926,8579,3740,1140,-14828,1459,1547,9276,0
12932,11941,1651,1648,-9576,-10348,544,-14611,8486,2788,4708,4012,-17828,3684,3020,12572,0
12952,11961,1658,1652,-19296,-23964,2180,-11500,10492,18794,4096,-2840,-16568,1286,-736,-3665,0
12973,11981,1664,1656,-32768,-32356,4584,-2312,1104,-5905,6244,792,-17380,-1653,576,3336,0
12992,12001,1670,1659,-28928,-29872,-688,4833,-2919,4587,164,464,-13212,-424,-9739,-4009,0
13011,12021,1676,1662,-4044,11472,6548,6418,-8132,-4984,4876,532,-16368,-4524,-583,2174,0
13032,12041,1682,1664,4760,16076,-1164,2669,-112,-1297,4648,1428,-20000,-495,-698,-3067,0
13052,12061,1688,1666,-12600,25416,12076,-3507,1145,898,4004,476,-17664,-581,-103,2806,0
13072,12081,1694,1668,-7740,-1856,-52,-6380,7968,1186,4800,3004,-15572,1330,787,8556,0
13091,12101,1700,1669,-8996,1568,-968,-8859,4218,17033,4980,236,-15764,729,-141,-2346,0
13112,12121,1705,1670,-8076,7796,56,-8987,7660,5867,2236,-88,-14948,-467,-1707,7384,0
13132,12141,1711,1670,-32768,4492,-1912,-11415,-79,10759,3492,892,-21732,1181,-281,-1744,0
13152,12161,1716,1670,-32768,-6700,4348,-11030,522,-2322,3892,-1072,-16484,421,-145,4939,0
13172,12181,1721,1669,-19952,-31416,-3920,-8563,-4189,7723,3428,-940,-16536,3883,-1438,595,0
13192,12201,1726,1668,-9080,-14300,8520,-2331,-4156,1301,3868,-256,-16244,-631,-1117,483,0
13212,12221,1731,1667,-4288,-12612,6784,2937,1342,-2565,4668,688,-17348,-3407,807,4159,0
13232,12241,1736,1665,-15592,948,3804,4272,3047,-3027,4244,1328,-17992,-1680,273,355,0
13252,12261,1740,1663,-23116,3520,2092,1529,639,-1425,4092,908,-17896,-160,315,-3259,0
13272,12281,1745,1660,-21444,4476,3692,-1422,-1409,2022,4128,-1480,-15424,514,-377,-1755,0
13292,12301,1749,1657,-11048,14224,8096,-3844,-6196,1335,3996,224,-16688,-928,-1031,4904,0
13312,12321,1753,1654,-9116,12460,3280,-7508,-1748,7157,3720,-3512,-19084,970,-852,-997,0
13332,12341,1757,1650,-16172,-8732,5788,-8636,23,1629,3924,900,-17048,-819,808,1288,0
13352,12361,1761,1646,-28888,-21232,5108,-3861,-2269,-553,4088,-300,-17604,-1442,1458,-2534,0
13372,12381,1765,1641,-28412,-23448,424,1026,-4893,-3151,4088,452,-16848,-1271,110,-1536,0
13392,12401,1768,1636,-14380,-10084,1084,4180,-8130,-4124,6976,888,-14676,430,2634,-1481,0
13412,12421,1771,1631,-1376,17868,4480,1599,-8026,697,4188,-1824,-17288,-83,-2630,-4635,0
13431,12441,1775,1625,3008,13260,5044,-1412,410,-1151,4116,168,-18688,-1274,273,3642,0
13452,12461,1778,1619,-13892,-6220,4012,-3553,1754,-1118,4176,1536,-18180,-1791,2139,-1669,0
13472,12481,1780,1613,-30808,-9724,4980,-3082,-1278,679,4216,540,-16464,-850,-71,-4532,0
13492,12501,1783,1607,-31716,964,1536,-3545,-3615,4938,3292,-860,-18804,-588,550,-1040,0
13512,12521,1785,1600,-17084,15356,2976,-6768,-9836,2610,3564,-1088,-16784,-955,-144,244,0
13532,12541,1788,1593,200,11436,5448,-10727,-4280,3653,3732,-100,-17804,107,293,4437,0
13552,12561,1790,1586,6972,-13164,1036,-9182,-501,-95,4160,1660,-18996,-559,-320,-1050,0
13572,12581,1791,1578,-18804,-26736,3292,-5240,4211,1130,4080,-1552,-17772,-2020,1997,-7340,0
13592,12601,1793,1570,-29652,-27628,1204,-318,1100,-2498,3876,-544,-17304,-1604,-225,-290,0
13612,12621,1795,1563,-32768,-12148,5060,4311,-7421,-4102,3912,84,-17708,-1530,960,637,0
13632,12641,1796,1555,-14096,4988,5384,4163,-8804,-5590,3980,212,-17172,-684,-480,-910,0
13651,12661,1797,1546,992,7132,5872,1017,-4106,-4620,3704,1128,-18292,-846,574,608,0
13672,12681,1798,1538,4796,3004,4872,-1594,-319,-1159,3944,-32,-17700,-1094,326,-4279,0
13691,12701,1799,1530,-15104,-6144,5376,-2596,2054,-85,3784,196,-18352,-2624,2117,-3182,0
13712,12721,1799,1521,-31888,-10972,3580,-1862,516,-1798,4160,1032,-18604,-646,593,-1726,0
13732,12741,1800,1513,-30724,-13964,3188,256,-5391,-2326,4072,676,-17068,-1494,807,474,0
13752,12761,1800,1504,-8912,-8484,4256,1835,-9156,-2706,4232,1028,-16848,-223,1,-21,0
13771,12781,1800,1496,-2624,-780,5508,1254,-3923,-5633,3956,928,-19340,-1925,720,-1829,0
13792,12801,1800,1487,-6484,936,6528,-120,-4659,-2622,3712,1296,-15728,-2980,1361,-2451,0
13812,12821,1799,1479,-22268,-2536,6364,-1756,-1962,-3461,4048,1708,-18476,-1688,1542,-2154,0
13832,12841,1799,1470,-26956,-8700,3328,-1640,-1642,-2696,4256,1048,-17860,542,-456,-2698,0
13852,12861,1798,1462,-13432,-15468,2736,641,-7088,-5758,4432,-1288,-17396,-2522,227,-2525,0
13872,12881,1797,1454,-7160,-8016,7912,1241,-7147,-2723,4232,1600,-17748,-3312,1237,2022,0
13891,12901,1796,1445,-5540,1180,6732,687,-2003,-3568,3804,1848,-17844,-1897,181,-1188,0
13912,12921,1795,1437,-13332,1584,7380,-1096,-2565,-4011,4472,2496,-17604,-965,411,-3691,0
13932,12941,1793,1430,-20076,-8572,4912,-1569,-2688,-3166,4176,240,-17288,-1256,698,-4248,0
13952,12961,1791,1422,-18260,-14744,3164,-900,-4116,-3384,4292,880,-17864,-382,579,-673,0
13972,12981,1790,1414,-5748,-12124,5852,973,-6553,-3200,4588,228,-16612,-8,-457,306,0
13991,13001,1788,1407,-196,-4036,6440,1062,-1784,-3752,4428,1392,-19032,-599,-234,-391,0
14012,13021,1785,1400,-12016,-1080,7192,-242,1140,-4007,4496,0,-18564,-2325,321,-3573,0
14031,13041,1783,1393,-21908,-1984,7652,-2035,146,-377,4480,1180,-18312,-845,1187,-185,0
14052,13061,1780,1387,-23136,-10228,9228,-1666,-4135,-3862,4228,1236,-17848,-905,1354,-220,0
14071,13081,1778,1381,-11472,-13988,6188,-86,-4400,-1377,4264,1340,-17884,-281,-62,-108,0
14092,13101,1775,1375,-3568,-8992,6488,812,-3166,-3914,4648,972,-18484,-804,803,-945,0
14111,13121,1771,1369,-3328,-3168,9244,503,-1564,-335,3836,2488,-18652,-1028,851,-1217,0
14132,13141,1768,1364,-14684,-1164,10944,-909,-455,-1949,4400,1324,-17608,-1751,1005,-3072,0
14152,13161,1765,1359,-20076,-7800,7500,-1571,-2370,-798,12716,10132,-26584,5570,437,10557,0
14172,13181,1761,1354,-22492,-13196,7420,-1045,-1518,-5299,1704,-1728,-15216,3818,394,1067,0
14192,13201,1757,1350,-8456,-11840,10872,778,-7374,-1598,1644,4372,-15572,535,-668,2377,0
14212,13221,1753,1346,-1532,-5376,8824,771,-3417,-4170,4784,2820,-19944,233,249,464,0
14232,13241,1749,1343,-1484,-3896,9448,125,-2920,-1815,4576,164,-17068,-982,4,-1772,0
14252,13261,1745,1340,-9892,-6316,8632,-869,-3398,-1727,4192,1760,-16652,-1781,662,-2869,0
14272,13281,1740,1337,-22524,-9732,8796,-1601,-825,-1063,4484,1060,-17888,-765,839,-538,0
14291,13301,1736,1335,-13672,-12680,7748,-457,-4348,-1792,4648,2316,-17488,-532,-390,346,0
14312,13321,1731,1333,-2832,-11280,8644,631,-3381,-2200,4432,1676,-17408,510,283,-527,0
14331,13341,1726,1332,932,-6076,9460,614,-663,-1511,4560,-208,-17608,-819,272,-346,0
14351,13361,1721,1331,-6140,-2236,9200,-481,211,-96,4424,2188,-17412,-1279,413,-1267,0
14371,13381,1716,1330,-16048,-7072,8516,-1469,182,643,4504,1740,-17712,-779,588,-1001,0
14392,13401,1711,1330,-15796,-13124,9028,-1099,-1733,-123,4588,1848,-17748,7,426,-204,0
14411,13421,1705,1330,-6676,-13220,8688,96,-1346,403,4524,1224,-17452,-46,303,1701,0
14432,13441,1700,1331,-3300,-7920,9024,729,178,-613,4572,1556,-17476,-649,-490,-932,0
14451,13461,1694,1332,-10904,-3780,9456,10,965,-293,4504,1212,-17696,-886,111,-1093,0
14472,13481,1688,1334,-15760,-5012,9188,-1165,76,568,4472,1560,-17588,-117,126,-563,0
14492,13501,1682,1336,-12640,-10988,8788,-1297,-1019,167,4628,1420,-17004,-159,271,111,0
14512,13521,1676,1338,-6916,-13512,8580,-196,-613,187,4444,1488,-17432,-267,343,546,0
14531,13541,1670,1341,-6836,-9408,8896,607,357,-303,4396,1292,-17644,-620,-386,-538,0
14552,13561,1664,1344,-12372,-4584,9328,211,467,-279,3892,1404,-16428,106,-1047,-597,0
14572,13581,1658,1348,-13828,-18744,11524,1904,-1800,-3492,5460,1408,-19564,-1344,858,-2152,0
14592,13601,1651,1352,-13340,-27200,7940,5590,619,-92,4472,1704,-16356,-613,-921,-762,0
14612,13621,1645,1356,-7572,-26072,7368,11345,-1285,-2454,5164,2512,-17128,154,-385,518,0
14631,13641,1638,1361,-6120,-9948,7856,14488,-779,-3780,5124,700,-17232,421,-1960,1371,0
14651,13661,1631,1366,-8476,9228,9712,10821,2103,2007,4304,428,-17768,-209,-39,1026,0
14671,13681,1624,1372,-5568,19984,11840,5049,2646,-167,3848,2244,-16836,-319,-659,4138,0
14692,13701,1617,1378,-7716,10204,8116,-263,3436,1162,4196,3220,-17668,-399,-455,-2501,0
14711,13721,1610,1384,-11124,-1784,10540,-3950,2192,5450,4184,-1136,-17532,217,-84,-2131,0
14732,13741,1603,1390,-9936,-12344,10448,-3262,2816,795,3948,1688,-16412,-547,843,2049,0
14751,13761,1596,1397,-12836,-27064,13556,744,2736,4925,5132,1392,-16660,-126,-1190,78,0
14772,13781,1589,1404,-11192,-19536,6916,4607,3849,1937,4428,1284,-17036,-199,-1146,-442,0
14791,13801,1582,1411,-11464,4488,10812,4744,3566,375,3716,1252,-17664,834,-408,5590,0
14812,13821,1575,1418,-9172,-2668,10628,4734,404,-4800,4376,3296,-17912,-1456,-757,-3822,0
14831,13841,1567,1426,-12612,-5068,9252,1810,1985,4796,3024,-1192,-16164,992,740,411,0
14852,13861,1560,1433,-14016,-1868,15780,1707,677,-3571,3992,1488,-17840,-1761,-1076,856,0
14871,13881,1553,1441,-15704,-21420,7132,5186,2638,-128,3880,3572,-16448,46,-136,-355,0
14892,13901,1545,1450,-13788,-22904,3740,8778,1379,-377,3324,-760,-15352,71,-761,-2264,0
14912,13921,1538,1458,-8164,-2412,10868,10944,590,-2567,4548,2036,-17772,570,-1047,4892,0
14931,13941,1530,1466,-9824,8832,10392,7967,2967,-1070,4456,112,-16532,-970,-1254,-1464,0
14952,13961,1523,1474,-9200,14752,12376,3475,4388,-3695,4032,5004,-14620,26,189,2949,0
14971,13981,1515,1483,-2720,-516,6504,-187,7836,2928,5172,944,-17972,486,-209,-1269,0
14992,14001,1508,1491,-1900,-3420,7624,-2589,7072,8192,3276,248,-15688,-746,-339,460,0
15011,14021,1500,1500,-8684,-10504,16860,-563,7937,-528,4200,3076,-18644,-166,-847,618,0
15032,14041,1492,1509,-28008,-24028,9152,5570,1523,3270,4324,-268,-17396,-448,496,-1867,0
15051,14061,1485,1517,-32768,-26012,2500,9761,-2246,-5909,4032,2880,-15860,605,-278,-4414,0
15072,14081,1477,1526,-20264,-9600,4808,11742,-5367,616,4284,-1060,-17912,2003,-617,10241,0
15091,14101,1470,1534,10708,8428,9184,10998,-6221,-4439,4532,776,-17748,-3156,-723,-6818,0
15112,14121,1462,1542,7432,25540,16364,7144,7528,-5189,4148,2708,-18356,473,-974,3477,0
15131,14141,1455,1550,9880,7752,4420,1304,13407,3978,4220,-400,-16984,413,460,-30,0
15152,14161,1447,1559,-9676,9952,6348,-4835,11387,8563,3924,740,-19156,407,5443,2392,0
15172,14181,1440,1567,-11168,-7824,10836,-4822,13934,5346,5152,1772,-23500,4944,4916,8419,0
15192,14201,1433,1574,-32768,-22988,12912,-1953,7501,15001,3936,-180,-19368,1674,807,-3939,0
15212,14221,1425,1582,-32768,-28084,8972,7050,-5643,-7200,2624,3600,-14028,212,-794,3174,0
15232,14241,1418,1589,-10256,-31428,-2480,14107,-7433,2677,8632,-1204,-17860,1046,-752,-2119,0
15251,14261,1411,1596,1524,5956,7012,17267,-3781,-13267,5100,-576,-18224,-4206,-1022,-4553,0
15271,14281,1404,1603,2484,16352,9500,12590,5889,-4409,4812,3540,-17396,-1499,-1493,-4547,0
15292,14301,1397,1610,-2032,32767,14324,6999,9406,-5502,4940,888,-17264,399,-113,4869,0
15311,14321,1390,1616,-13724,16824,3012,-1572,9532,2617,4244,3128,-17440,1862,4599,909,0
15332,14341,1383,1622,-11392,-3264,10904,-5522,4835,-281,4284,-532,-15952,2964,4588,4328,0
15351,14361,1376,1628,-17288,-9932,3820,-4280,27,-182,4332,636,-19272,1886,1551,6493,0
15372,14381,1369,1634,-32768,-31924,-440,-1718,1129,2028,6072,2068,-15640,-952,-4045,-1706,0
15391,14401,1362,1639,-19748,-14540,13168,5984,332,-2940,7128,-5340,-14160,-3687,-995,-3103,0
15412,14421,1355,1644,-7228,-6524,4432,10471,779,-3297,5024,1928,-16504,-2392,252,-2590,0
15431,14441,1349,1648,-5672,9140,4932,6986,795,298,4156,80,-20952,-2357,-120,-6425,0
15452,14461,1342,1652,-7440,13716,14436,4632,3520,-4796,5856,1740,-18620,144,-256,9906,0
15471,14481,1336,1656,-9668,6072,4720,179,6736,771,4204,2988,-19804,1269,2429,-3472,0
15492,14501,1330,1659,-8296,-5112,4368,-860,8269,-4707,4656,-604,-16948,2023,2317,4697,0
15511,14521,1324,1662,-20696,-11360,-1160,2277,13072,873,4888,-312,-17216,-570,580,4803,0
15532,14541,1318,1664,-32768,-11100,488,3818,-1311,-2134,4472,3804,-17028,-712,984,-2915,0
15551,14561,1312,1666,-22492,8696,4724,2157,-8993,-817,4512,-772,-18704,799,-99,-2921,0
15571,14581,1306,1668,10880,-8276,12980,4066,-3424,-10837,5688,-1420,-17496,-1734,44,4557,0
15591,14601,1300,1669,10036,-5284,-716,4350,4136,3019,4248,4920,-19176,614,1021,-1825,0
15611,14621,1295,1670,-16004,-5296,13372,4364,7285,-5566,4888,-592,-18376,1198,415,-2822,0
15632,14641,1289,1670,-11256,-4904,6444,6643,12976,-4352,5028,1632,-17348,-1579,-308,3999,0
15651,14661,1284,1670,-32768,2752,756,5733,4111,-1821,4384,2204,-14608,-4269,-42,-7447,0
15672,14681,1279,1669,-32768,18104,7692,2745,-4584,-2006,4560,-868,-18780,199,212,-4885,0
15691,14701,1274,1668,-5876,-648,3700,692,-4500,-2007,5328,1392,-18216,-864,645,7307,0
15711,14721,1269,1667,10424,-3244,3804,670,248,-94,4700,3628,-17452,238,145,-3050,0
15731,14741,1264,1665,-10344,640,5076,577,4890,1308,5020,-924,-16944,-477,-277,-2155,0
15751,14761,1260,1663,-31312,4296,4084,-717,1836,291,4824,1672,-21480,159,1473,2108,0
15771,14781,1255,1660,-27548,-17672,5212,-209,-1767,-6307,4640,2688,-17760,1977,887,3139,0
15792,14801,1251,1657,-6232,-11612,7528,3706,-1696,-1595,5176,-1440,-14256,-713,-979,-2493,0
15811,14821,1247,1654,-7080,-812,5488,6958,293,-1905,5040,732,-19068,-2389,202,-246,0
15832,14841,1243,1650,-28948,5948,3180,4303,-980,2334,4412,2712,-23352,-1348,856,-6257,0
15851,14861,1239,1646,-27724,1492,8396,1648,-1107,-6519,4952,16,-20560,61,268,1742,0
15872,14881,1235,1641,-12236,-7412,1584,3393,-4655,-3761,5252,1688,-17172,-669,55,1137,0
15891,14901,1232,1636,-2284,1180,2212,4138,-5028,-648,4728,2008,-17676,-655,-535,-5416,0
15911,14921,1229,1631,-7384,13032,8004,2131,-965,-825,5024,4,-17356,-1191,-707,-2980,0
15931,14941,1225,1625,-22808,7864,5320,-1185,-934,972,5100,1684,-16824,-1321,-81,449,0
15951,14961,1222,1619,-30680,-2660,3928,-2505,-3973,616,4404,1796,-17572,-1452,2225,-1689,0
15971,14981,1220,1613,-5644,-14572,6032,262,-6829,-7060,4772,2440,-17768,353,970,3825,0
15991,15001,1217,1607,6732,-20592,4768,4630,-2110,-1766,5076,924,-19072,-420,-503,-4374,0
16011,15021,1215,1600,-11268,3284,6740,7362,320,-583,4720,532,-17064,-2626,-1109,-4815,0
16031,15041,1212,1593,-32768,9404,5432,4411,-2257,826,4224,3124,-17696,-1350,-823,-4652,0
16051,15061,1210,1586,-30276,15316,9716,338,-8283,-556,4980,1044,-17672,-534,-823,-1900,0
16071,15081,1209,1578,-4420,6716,6264,-2926,-6626,-1179,4376,2336,-16036,-218,-276,1780,0
16092,15101,1207,1570,1952,-16452,3464,-2036,-1054,-6309,5224,368,-17064,-199,1822,167,0
16111,15121,1205,1563,-8776,-13036,4408,165,-1676,5259,4332,2452,-17516,-308,-424,-353,0
16131,15141,1204,1555,-23832,2704,9536,2743,-2460,339,5200,-384,-18372,-1038,-1017,-6553,0
16151,15161,1203,1546,-31024,5788,7792,1050,-4032,-532,4400,1256,-16660,-405,5,2948,0
16172,15181,1202,1538,-12324,4164,7356,-713,-7076,-703,4868,4072,-19096,-687,927,-7011,0
16191,15201,1201,1530,-4328,-316,7408,-1547,-5471,2129,5168,508,-17504,-1357,-175,-779,0
16211,15221,1201,1521,-15720,-5760,10220,-438,-4632,2677,5380,2268,-18056,-1393,140,-1799,0
16231,15241,1200,1513,-24796,-5860,7724,730,-7833,-652,6228,1052,-16448,1806,2417,5513,0
16251,15261,1200,1504,-11356,1552,7920,1157,-7560,-1613,3848,3976,-14672,-932,-2296,-343,0
16271,15281,1200,1496,-4404,4936,7656,-205,-3739,1351,4372,1348,-18540,-132,-163,-829,0
16291,15301,1200,1487,-6436,920,8800,-726,-4722,533,4624,1596,-17072,-370,243,-134,0
16311,15321,1201,1479,-11532,-2216,8920,-525,-1626,699,5060,1780,-17820,-265,-313,-112,0
16331,15341,1201,1470,-17676,-2956,8272,-114,-1918,842,4192,1776,-16264,-94,-70,-169,0
16351,15361,1202,1462,-21336,-824,9100,267,-4597,-500,4440,1644,-16600,-272,1,-87,0
16371,15381,1203,1454,-18628,1220,7184,187,-10210,476,4720,1908,-17544,-220,181,-196,0
16391,15401,1204,1445,-4420,-540,12420,-161,-8620,-263,4888,2124,-16892,-1010,728,-323,0
16411,15421,1205,1437,-11964,-352,8732,-317,-2227,2746,4496,1360,-16604,-295,-1744,47,0
16431,15441,1207,1430,-19300,-2236,10752,147,-3911,951,4032,2388,-16468,372,322,3796,0
16451,15461,1209,1422,-18204,1148,9072,295,-7787,-246,4528,1744,-16992,280,-176,373,0
16471,15481,1210,1414,-10124,3148,9932,123,-4565,388,4376,1452,-17128,-179,-92,-281,0
16491,15501,1212,1407,-9252,620,9532,5,-5538,1763,4688,1100,-19200,46,423,-647,0
16512,15521,1215,1400,-15656,-404,10344,-74,-1851,2209,3936,-464,-15136,1707,-715,4776,0
16531,15541,1217,1393,-7324,-920,11620,66,-7340,-853,4872,788,-18868,-44,-455,-208,0
16550,15561,1220,1387,-5004,1248,11032,111,-4502,257,4728,1356,-17984,-232,34,206,0
16571,15581,1222,1381,-11548,1104,11152,-235,-1752,945,4508,1116,-17248,-94,566,291,0
16591,15601,1225,1375,-22572,348,11396,-282,-3210,1239,4588,1972,-16792,26,484,976,0
16611,15621,1229,1369,-14660,24,11428,-158,-4747,780,4864,1572,-17912,-110,-439,408,0
16630,15641,1232,1364,-9784,-28,10428,47,-4748,-101,4608,1572,-17608,147,-26,733,0
16651,15661,1235,1359,-2032,364,10912,1,-3695,-446,4584,1220,-17288,162,37,306,0
16671,15681,1239,1354,-9108,1704,10984,-49,-1430,590,4512,1636,-17756,157,115,436,0
16691,15701,1243,1350,-15352,2160,10048,-182,249,1834,4596,1080,-17668,69,-210,-216,0
16711,15721,1247,1346,-17800,-872,12528,-377,-5766,530,4564,1616,-16716,155,110,910,0
16731,15741,1251,1343,-5980,-312,13568,-195,-4219,-471,4500,936,-17220,-270,347,-625,0
16751,15761,1255,1340,556,468,12672,-101,-1904,206,4772,1732,-17080,-38,209,914,0
16771,15781,1260,1337,-17004,8,14112,-315,-1577,1973,4600,1240,-17532,54,-91,-401,0
16791,15801,1264,1335,-26016,604,13632,-136,-6406,364,4188,1068,-17700,-989,54,1484,0
16812,15821,1269,1333,-8088,-848,13748,-365,-7594,-1248,4632,1940,-16900,-778,204,531,0
16831,15841,1274,1332,6732,1104,12764,-237,-2511,-79,4576,1348,-18064,108,88,301,0
16850,15861,1279,1331,-1216,-20,13568,-78,58,1632,4504,1440,-17716,-793,286,410,0
16871,15881,1284,1330,-18200,1048,13008,-177,147,880,4476,1468,-17428,-10,-259,-812,0
16891,15901,1289,1330,-13500,1780,13068,-520,-1077,-1174,4644,828,-17532,-58,-159,-452,0
16911,15921,1295,1330,-3004,772,12616,-604,-547,-401,4720,1352,-17116,-374,319,-397,0
16930,15941,1300,1331,-7080,-1216,12244,-390,949,898,4516,992,-17280,-881,363,669,0
16951,15961,1306,1332,-15836,-288,12696,-204,303,542,4556,1760,-17684,-142,-203,-115,0
16971,15981,1312,1334,-13692,1000,12828,-206,-886,-752,4648,900,-17584,-84,-167,-561,0
16991,16001,1318,1336,-5596,1212,12464,-369,-658,-299,4600,1584,-17372,-280,393,-19,0
17010,16021,1324,1338,-6568,324,12416,-486,446,510,4576,1108,-17464,-657,271,-194,0
17031,16041,1330,1341,-13772,-264,12588,-397,334,600,4592,1524,-17468,-423,202,324,0
17051,16061,1336,1344,-13488,-72,12504,-263,-671,-391,4624,1296,-17480,-88,0,-533,0
17071,16081,1342,1348,-7088,544,12464,-222,-625,-392,5176,1516,-18292,-831,1485,36,0
17091,16101,1349,1352,-7988,16756,13716,-2037,-1563,3416,4556,1456,-16316,-1039,-849,873,0
17111,16121,1355,1356,-7312,17904,12820,-7122,-727,4687,4860,532,-18876,-1159,1412,-2458,0
17131,16141,1362,1361,-5508,15416,8348,-12189,-896,7694,3280,1692,-15152,235,8,-643,0
17152,16161,1369,1366,-6980,-436,10828,-12167,1764,1811,4036,2704,-15680,-326,1559,2243,0
17171,16181,1376,1372,-4200,-17112,10572,-9427,1052,7795,4180,1012,-15724,1198,-595,-368,0
17191,16201,1383,1378,-6028,-28756,12036,-1794,3649,250,5596,2196,-16752,-1109,-1703,1257,0
17211,16221,1390,1384,-9224,-9176,6044,2939,5364,3973,3864,1276,-16404,592,-426,-694,0
17231,16241,1397,1390,-6084,12492,15252,3366,-303,-3948,4788,772,-17684,-1309,-1294,1985,0
17251,16261,1404,1397,-9936,11864,11916,-835,4223,2392,4620,3060,-18432,-1511,2207,-7057,0
17271,16281,1411,1404,-8452,18316,8832,-4924,5456,2927,4684,376,-17928,-1325,129,-269,0
17291,16301,1418,1411,-10860,16124,4480,-9098,3620,9562,4472,3028,-18076,-794,593,2633,0
17311,16321,1425,1418,-22340,-644,10100,-10630,3924,1155,4964,2980,-18168,556,1390,-1730,0
17331,16341,1433,1426,-13908,-11316,5036,-11176,239,11568,4224,-812,-16924,-86,100,448,0
17351,16361,1440,1433,-6336,-10068,14004,-7002,2896,-1787,5240,3332,-18164,-818,1344,1544,0
17371,16381,1447,1441,-5816,-22712,4288,-3524,1743,5190,3824,20,-16536,-10,-627,-3555,0
17391,16401,1455,1450,5544,-1044,11076,-657,5138,-1451,4780,1872,-16920,-854,-197,2910,0
17411,16421,1462,1458,-1576,8640,8236,-1709,9396,5921,4948,1964,-19332,-511,1148,-2177,0
17431,16441,1470,1466,-9628,11620,9500,-5956,12629,4994,4564,-28,-17112,-2332,737,-3639,0
17451,16461,1477,1474,-30652,9656,-5432,-5425,8613,2879,5516,1700,-16932,948,404,3303,0
17471,16481,1485,1483,-32768,-18260,3380,-5988,678,1435,5104,2888,-18100,721,1712,-5666,0
17491,16501,1492,1491,-15352,-11404,7548,-5219,-7198,4884,4092,-316,-17356,601,1616,5654,0
17511,16521,1500,1500,10612,5800,8320,-3994,-6233,-1136,4672,2496,-17272,-1935,310,-1331,0
17531,16541,1508,1509,17540,3664,8468,-6070,-5115,-1106,4880,2288,-19260,116,-479,-1721,0
17551,16561,1515,1517,15968,-772,9732,-6977,12154,6498,4624,-812,-18244,127,571,-1340,0
17571,16581,1523,1526,-8004,-6972,-700,-7683,17116,7275,-3376,6672,-12004,1348,4901,6908,0
17591,16601,1530,1534,-32768,2180,1316,-5939,29407,4550,4660,-688,-15288,-250,8,697,0
17611,16621,1538,1542,-32768,-24592,684,-2071,5569,-626,5156,3836,-17864,674,2390,-928,0
17631,16641,1545,1550,-16432,-16724,6652,352,-5430,2057,5328,-76,-17380,1736,-1751,3145,0
17650,16661,1553,1559,5392,9532,7584,822,-7249,-3954,4524,1044,-16788,-2435,-555,-2042,0
17671,16681,1560,1567,5872,9760,5936,-1462,6861,534,5316,1268,-13932,-157,126,2674,0
